l_shoulder,r_shoulder,l_elbow,r_elbow,l_wrist,r_wrist,l_hip,r_hip
"[0.595559298992157, 0.5753875970840454, -0.14066250622272491]","[0.4887906312942505, 0.5441173315048218, -0.047215647995471954]","[0.6129608750343323, 0.7176028490066528, -0.146432563662529]","[0.4174381196498871, 0.5693660974502563, -0.01198770571500063]","[0.608371913433075, 0.8584561944007874, -0.26584145426750183]","[0.33612874150276184, 0.5588001012802124, -0.09344618767499924]","[0.563812792301178, 0.845473051071167, -0.010594536550343037]","[0.502535343170166, 0.8410114049911499, 0.010705648921430111]"
"[0.5954839587211609, 0.5753686428070068, -0.14724256098270416]","[0.4888542592525482, 0.5430828928947449, -0.04921601712703705]","[0.6129132509231567, 0.718143880367279, -0.1535526067018509]","[0.41685914993286133, 0.567873477935791, -0.010932930745184422]","[0.6083778142929077, 0.8584927916526794, -0.2725524604320526]","[0.3354242444038391, 0.5568636655807495, -0.09104976058006287]","[0.5636867880821228, 0.8449652194976807, -0.011794645339250565]","[0.502435564994812, 0.8405932784080505, 0.01190238632261753]"
"[0.5953283309936523, 0.5749254822731018, -0.17638911306858063]","[0.4889041483402252, 0.5417517423629761, -0.0526048019528389]","[0.6128501892089844, 0.7182153463363647, -0.18684665858745575]","[0.4146670401096344, 0.5538352727890015, -0.010932877659797668]","[0.608417809009552, 0.8585295677185059, -0.30543607473373413]","[0.33518776297569275, 0.5311000347137451, -0.08333785831928253]","[0.5636609196662903, 0.8436911702156067, -0.015756947919726372]","[0.5022646188735962, 0.8396707773208618, 0.01583954319357872]"
"[0.5952224135398865, 0.5746417045593262, -0.18583562970161438]","[0.48889490962028503, 0.5410013198852539, -0.060712020844221115]","[0.6128455400466919, 0.7182798385620117, -0.19741226732730865]","[0.41350802779197693, 0.5433816909790039, -0.013265100307762623]","[0.6085806488990784, 0.858584463596344, -0.3152564465999603]","[0.3341781795024872, 0.5153043270111084, -0.08313613384962082]","[0.5636848211288452, 0.8432816863059998, -0.017631379887461662]","[0.5021960139274597, 0.839670717716217, 0.017707524821162224]"
"[0.5950146913528442, 0.5744598507881165, -0.19717495143413544]","[0.4887884259223938, 0.5394473671913147, -0.07398928701877594]","[0.6128738522529602, 0.7183294892311096, -0.21298478543758392]","[0.41319739818573, 0.5347545742988586, -0.023204291239380836]","[0.6087737679481506, 0.858605146408081, -0.32814887166023254]","[0.3347648084163666, 0.49688827991485596, -0.0929064229130745]","[0.5636914372444153, 0.8425477147102356, -0.01847243309020996]","[0.5021356344223022, 0.8396733403205872, 0.018546627834439278]"
"[0.5947959423065186, 0.5744468569755554, -0.1965596079826355]","[0.4886152148246765, 0.5374301075935364, -0.07538695633411407]","[0.6128919124603271, 0.7184302806854248, -0.21367429196834564]","[0.4135008752346039, 0.5276352763175964, -0.02491908147931099]","[0.6090487241744995, 0.8585677742958069, -0.32566267251968384]","[0.33550599217414856, 0.4839480221271515, -0.0936226025223732]","[0.5636826753616333, 0.8420742750167847, -0.018219031393527985]","[0.5018538236618042, 0.8396622538566589, 0.018290195614099503]"
"[0.5944307446479797, 0.5744880437850952, -0.1931031197309494]","[0.4886258542537689, 0.5369452238082886, -0.07407466322183609]","[0.6128387451171875, 0.7187793254852295, -0.21239610016345978]","[0.4141590893268585, 0.521758496761322, -0.02524663880467415]","[0.6091196537017822, 0.8585997223854065, -0.32797759771347046]","[0.3362514078617096, 0.4691413938999176, -0.09142914414405823]","[0.5635371804237366, 0.8418793678283691, -0.018246829509735107]","[0.501780092716217, 0.8396672010421753, 0.018306592479348183]"
"[0.5942832231521606, 0.5744895935058594, -0.1846192181110382]","[0.48892420530319214, 0.5367404818534851, -0.051621921360492706]","[0.6127777695655823, 0.7189160585403442, -0.20410378277301788]","[0.41662898659706116, 0.517977237701416, 0.021512437611818314]","[0.6091029047966003, 0.858603835105896, -0.31880635023117065]","[0.34291964769363403, 0.4587551951408386, -0.017651965841650963]","[0.5632402300834656, 0.8413650393486023, -0.019779307767748833]","[0.5014976263046265, 0.8390142917633057, 0.019830454140901566]"
"[0.5940912365913391, 0.5744377374649048, -0.18353626132011414]","[0.4890344440937042, 0.5361883044242859, -0.036161068826913834]","[0.6127665042877197, 0.7189221382141113, -0.19488297402858734]","[0.4192236363887787, 0.5135796666145325, 0.047618567943573]","[0.6090757250785828, 0.8586074709892273, -0.3092700242996216]","[0.34759220480918884, 0.44582056999206543, 0.021451903507113457]","[0.5631064772605896, 0.8412252068519592, -0.02115010656416416]","[0.50127774477005, 0.8389742970466614, 0.02120989002287388]"
"[0.5939375162124634, 0.574377179145813, -0.18188028037548065]","[0.4890775978565216, 0.53509920835495, -0.04104498401284218]","[0.6127542853355408, 0.7188625931739807, -0.19932673871517181]","[0.4201364517211914, 0.5054678916931152, 0.032348912209272385]","[0.6090264916419983, 0.8584710359573364, -0.3090875446796417]","[0.34862783551216125, 0.42956510186195374, -0.004299525637179613]","[0.563101053237915, 0.8408581614494324, -0.021958015859127045]","[0.501240611076355, 0.8387070298194885, 0.022021697834134102]"
"[0.5939019322395325, 0.5745817422866821, -0.17248612642288208]","[0.48911502957344055, 0.5351548194885254, -0.0348723866045475]","[0.6126793026924133, 0.7189256548881531, -0.19855599105358124]","[0.42072218656539917, 0.49889618158340454, 0.03172846511006355]","[0.6088421940803528, 0.8584293127059937, -0.2980267107486725]","[0.35114696621894836, 0.4181240200996399, -0.002713778056204319]","[0.5630851984024048, 0.8409068584442139, -0.02150275744497776]","[0.5011962056159973, 0.8387492895126343, 0.021574538201093674]"
"[0.5938069820404053, 0.5745834112167358, -0.16415685415267944]","[0.4891424775123596, 0.534923255443573, -0.03330392763018608]","[0.6125624179840088, 0.7189503312110901, -0.18617591261863708]","[0.42083561420440674, 0.49243366718292236, 0.029510194435715675]","[0.6087428331375122, 0.8584299683570862, -0.28164735436439514]","[0.3518563210964203, 0.40719133615493774, -0.0024756828788667917]","[0.5630452036857605, 0.840933620929718, -0.02114512212574482]","[0.5011569261550903, 0.8387537598609924, 0.02122482657432556]"
"[0.5937245488166809, 0.5748148560523987, -0.15369877219200134]","[0.48936671018600464, 0.5348179936408997, -0.03526182472705841]","[0.6122912764549255, 0.718826949596405, -0.1669098287820816]","[0.42219245433807373, 0.4891010522842407, 0.02994007244706154]","[0.6087062954902649, 0.8582038879394531, -0.2635209858417511]","[0.3588373363018036, 0.40196990966796875, 0.011273161508142948]","[0.5630080699920654, 0.8409368991851807, -0.020590659230947495]","[0.5011531114578247, 0.8386572599411011, 0.02069510705769062]"
"[0.5936191082000732, 0.5749691724777222, -0.13918422162532806]","[0.4895452857017517, 0.5345182418823242, -0.032394036650657654]","[0.6121270060539246, 0.7184620499610901, -0.14930075407028198]","[0.4222310185432434, 0.4801231622695923, 0.025369243696331978]","[0.6085375547409058, 0.8579126000404358, -0.24718919396400452]","[0.3598575294017792, 0.3882552683353424, -0.0006158736068755388]","[0.5629018545150757, 0.8410556316375732, -0.01871522329747677]","[0.5010802149772644, 0.8386749625205994, 0.01885538175702095]"
"[0.593591034412384, 0.5751047134399414, -0.13679176568984985]","[0.48966580629348755, 0.5344249606132507, -0.033303312957286835]","[0.6119926571846008, 0.7179155349731445, -0.1452219933271408]","[0.4224344491958618, 0.47857755422592163, 0.022686492651700974]","[0.6083965301513672, 0.8574851751327515, -0.24353474378585815]","[0.36015453934669495, 0.38692131638526917, -0.0028929421678185463]","[0.5628283023834229, 0.8410822749137878, -0.017531240358948708]","[0.5010019540786743, 0.8386414051055908, 0.017687277868390083]"
"[0.5933561325073242, 0.575196385383606, -0.123614601790905]","[0.4900922179222107, 0.5342605710029602, -0.025148263201117516]","[0.6118553280830383, 0.7179132699966431, -0.13094493746757507]","[0.4257257580757141, 0.4726184606552124, 0.03483983501791954]","[0.6079174876213074, 0.857300341129303, -0.22516857087612152]","[0.3666587173938751, 0.3738936185836792, 0.03234459087252617]","[0.5627358555793762, 0.8412644267082214, -0.015199617482721806]","[0.5009006857872009, 0.8386347889900208, 0.015383421443402767]"
"[0.5930601358413696, 0.5752244591712952, -0.1284116804599762]","[0.4902918040752411, 0.5342308282852173, -0.0280306376516819]","[0.6113983988761902, 0.7179644703865051, -0.13597366213798523]","[0.4266924262046814, 0.4674399793148041, 0.030769821256399155]","[0.6072925925254822, 0.8571781516075134, -0.2317337989807129]","[0.3694312274456024, 0.36581936478614807, 0.021513406187295914]","[0.5627050399780273, 0.8412240743637085, -0.014735760167241096]","[0.5008006691932678, 0.8382344841957092, 0.014916644431650639]"
"[0.5929477214813232, 0.5752190947532654, -0.12818501889705658]","[0.49053719639778137, 0.5340661406517029, -0.028584381565451622]","[0.6113718748092651, 0.7180402874946594, -0.13566789031028748]","[0.42737680673599243, 0.4666290879249573, 0.03245474770665169]","[0.607129693031311, 0.8569085001945496, -0.23367540538311005]","[0.3705902695655823, 0.36435121297836304, 0.029505955055356026]","[0.5627030730247498, 0.8411974310874939, -0.014428975060582161]","[0.5007957816123962, 0.8380951881408691, 0.014608131721615791]"
"[0.592777669429779, 0.5753758549690247, -0.11703042685985565]","[0.49059340357780457, 0.5340780019760132, -0.026252400130033493]","[0.6107456088066101, 0.7186306118965149, -0.11887888610363007]","[0.4291767179965973, 0.459414005279541, 0.039033692330121994]","[0.606285035610199, 0.8566535711288452, -0.21514438092708588]","[0.37857872247695923, 0.35655447840690613, 0.05097353458404541]","[0.5626592636108398, 0.8413915634155273, -0.01303094532340765]","[0.5007380247116089, 0.8381024599075317, 0.013238831423223019]"
"[0.5925620794296265, 0.5757789611816406, -0.11820376664400101]","[0.49061334133148193, 0.5339071154594421, -0.028906311839818954]","[0.6099659204483032, 0.7196327447891235, -0.11428351700305939]","[0.431855171918869, 0.45824959874153137, 0.03553980588912964]","[0.6056576371192932, 0.8566418886184692, -0.20807990431785583]","[0.38450887799263, 0.3514205515384674, 0.0504714660346508]","[0.5625388622283936, 0.8415092825889587, -0.011053023859858513]","[0.500611424446106, 0.838103711605072, 0.011269179172813892]"
"[0.5920020341873169, 0.5758567452430725, -0.1184823140501976]","[0.49058398604393005, 0.5336186289787292, -0.03187878057360649]","[0.6089683771133423, 0.7200724482536316, -0.11523483693599701]","[0.43484002351760864, 0.4568355679512024, 0.03420839458703995]","[0.605300784111023, 0.8564386963844299, -0.21190834045410156]","[0.3873787820339203, 0.34366053342819214, 0.04104631021618843]","[0.5624741315841675, 0.8414537906646729, -0.010247240774333477]","[0.5005871057510376, 0.8379579782485962, 0.01045549102127552]"
"[0.5917063355445862, 0.5757246017456055, -0.1140894666314125]","[0.49054205417633057, 0.5327524542808533, -0.027097124606370926]","[0.6078134775161743, 0.7198374271392822, -0.11180184036493301]","[0.43665120005607605, 0.4548457860946655, 0.04321014881134033]","[0.6052353978157043, 0.8557921051979065, -0.2126980721950531]","[0.38948139548301697, 0.33513763546943665, 0.060331180691719055]","[0.5624568462371826, 0.8410542607307434, -0.010411606170237064]","[0.5005152225494385, 0.8372672200202942, 0.010618360713124275]"
"[0.591090202331543, 0.575647234916687, -0.1170537993311882]","[0.4906240403652191, 0.5322440266609192, -0.029586391523480415]","[0.6064332127571106, 0.7198355793952942, -0.11826856434345245]","[0.43922585248947144, 0.45449239015579224, 0.0424627922475338]","[0.6050870418548584, 0.8554111123085022, -0.21723796427249908]","[0.39662158489227295, 0.3319557309150696, 0.059331588447093964]","[0.5623587965965271, 0.8407535552978516, -0.01056393887847662]","[0.5004462003707886, 0.8364048600196838, 0.01076645590364933]"
"[0.5904196500778198, 0.5754688382148743, -0.12138427793979645]","[0.49063020944595337, 0.5309775471687317, -0.03548479825258255]","[0.6065205335617065, 0.7198298573493958, -0.11982323229312897]","[0.4403367042541504, 0.4502466022968292, 0.036806631833314896]","[0.6050949096679688, 0.854780912399292, -0.23214441537857056]","[0.40008029341697693, 0.32599395513534546, 0.055434148758649826]","[0.5622448325157166, 0.8405091166496277, -0.010651512071490288]","[0.5002827048301697, 0.8355360627174377, 0.010846128687262535]"
"[0.590402364730835, 0.5752489566802979, -0.12284426391124725]","[0.4906894266605377, 0.5304148197174072, -0.02526768669486046]","[0.6061995625495911, 0.7200034260749817, -0.12264533340930939]","[0.4399906396865845, 0.4493650794029236, 0.05766913667321205]","[0.6051017642021179, 0.8545138239860535, -0.23214775323867798]","[0.39943990111351013, 0.3246521055698395, 0.07557811588048935]","[0.562239944934845, 0.8405097126960754, -0.010987948626279831]","[0.5002779364585876, 0.8354913592338562, 0.011184800416231155]"
"[0.5899752974510193, 0.5751122832298279, -0.13049551844596863]","[0.4903412461280823, 0.530317485332489, -0.04730432480573654]","[0.6054894328117371, 0.7200449109077454, -0.12380286306142807]","[0.4415283203125, 0.4441721439361572, 0.018417032435536385]","[0.6050563454627991, 0.8545438051223755, -0.2320818156003952]","[0.4054679572582245, 0.30884456634521484, 0.024913424625992775]","[0.5622203946113586, 0.8404362797737122, -0.011010168120265007]","[0.5002712607383728, 0.8353763222694397, 0.01119320746511221]"
"[0.5899049043655396, 0.5750478506088257, -0.14907710254192352]","[0.4901663064956665, 0.5298502445220947, -0.05888750031590462]","[0.6052284836769104, 0.7214265465736389, -0.14196929335594177]","[0.4442194104194641, 0.44236746430397034, -0.010505435056984425]","[0.6050604581832886, 0.8555383682250977, -0.23989608883857727]","[0.41002514958381653, 0.30176758766174316, -0.030677348375320435]","[0.5622151494026184, 0.8404363393783569, -0.01102361362427473]","[0.5002696514129639, 0.8353093266487122, 0.011217513121664524]"
"[0.5895110368728638, 0.5745308995246887, -0.1461726278066635]","[0.49003860354423523, 0.5295482277870178, -0.0625932440161705]","[0.6050182580947876, 0.7214634418487549, -0.13773706555366516]","[0.44647103548049927, 0.43979611992836, -0.0261799618601799]","[0.605068027973175, 0.8556391000747681, -0.22423115372657776]","[0.4150773286819458, 0.2968321740627289, -0.04963887110352516]","[0.5622636675834656, 0.8404080271720886, -0.011046136729419231]","[0.5002842545509338, 0.8353284001350403, 0.011225522495806217]"
"[0.5890715718269348, 0.5742694735527039, -0.149811789393425]","[0.4900570809841156, 0.5295206904411316, -0.08314462006092072]","[0.6050735116004944, 0.7209029197692871, -0.13685892522335052]","[0.44752275943756104, 0.436553031206131, -0.07817432284355164]","[0.6049743890762329, 0.855774462223053, -0.21983608603477478]","[0.42032191157341003, 0.291734516620636, -0.1364523470401764]","[0.5622540712356567, 0.8404601216316223, -0.010516945272684097]","[0.5002919435501099, 0.8353312611579895, 0.010636095888912678]"
"[0.5888651609420776, 0.5741651654243469, -0.14515843987464905]","[0.4900256097316742, 0.5289918780326843, -0.0825856551527977]","[0.6050601601600647, 0.7209897041320801, -0.11767527461051941]","[0.4482541084289551, 0.4312290549278259, -0.0822238028049469]","[0.6046513915061951, 0.8557984828948975, -0.20059198141098022]","[0.4242187440395355, 0.2885899841785431, -0.14118096232414246]","[0.5622463822364807, 0.8405352830886841, -0.009198570623993874]","[0.5002900958061218, 0.8354654908180237, 0.009260018356144428]"
"[0.5883405208587646, 0.5742142796516418, -0.1477486789226532]","[0.48990699648857117, 0.52900630235672, -0.10001150518655777]","[0.604577362537384, 0.7215564250946045, -0.12034286558628082]","[0.4493739902973175, 0.42727360129356384, -0.10929763317108154]","[0.6043579578399658, 0.8559103608131409, -0.20605777204036713]","[0.4269573390483856, 0.28402650356292725, -0.16693800687789917]","[0.5623101592063904, 0.8411219120025635, -0.008310641162097454]","[0.5003232955932617, 0.8360601663589478, 0.008327623829245567]"
"[0.5881912112236023, 0.5742127895355225, -0.1480708122253418]","[0.48990875482559204, 0.5286281108856201, -0.09711658209562302]","[0.6046105623245239, 0.7216539978981018, -0.1223912164568901]","[0.4508765935897827, 0.42532768845558167, -0.10843486338853836]","[0.6038777232170105, 0.8563045263290405, -0.20942255854606628]","[0.42933008074760437, 0.27938905358314514, -0.1613979935646057]","[0.5626159310340881, 0.8421902060508728, -0.007924673147499561]","[0.5004064440727234, 0.8366556167602539, 0.007914296351373196]"
"[0.5879499912261963, 0.574033260345459, -0.1560622900724411]","[0.4899086058139801, 0.5289971232414246, -0.1307811439037323]","[0.6045817136764526, 0.7216463088989258, -0.13947544991970062]","[0.4528099000453949, 0.4252084791660309, -0.1641978919506073]","[0.6031792759895325, 0.8567026257514954, -0.23644648492336273]","[0.4342342019081116, 0.2778315842151642, -0.23681020736694336]","[0.5627802610397339, 0.8433274626731873, -0.00605244655162096]","[0.5004132390022278, 0.8382191061973572, 0.00603958684951067]"
"[0.5876023173332214, 0.5743232369422913, -0.1651620715856552]","[0.48990747332572937, 0.5289031863212585, -0.12443118542432785]","[0.6044883728027344, 0.7218135595321655, -0.16559597849845886]","[0.4535762071609497, 0.4213496446609497, -0.1549714058637619]","[0.6022831201553345, 0.8588353395462036, -0.2644411027431488]","[0.4378634989261627, 0.27535367012023926, -0.2143610566854477]","[0.5626421570777893, 0.8440859317779541, -0.006218431983143091]","[0.5003481507301331, 0.8384864330291748, 0.0062123434618115425]"
"[0.5871168375015259, 0.5744812488555908, -0.166410431265831]","[0.4898114800453186, 0.5290314555168152, -0.13357733190059662]","[0.6042730808258057, 0.7212938666343689, -0.1910838633775711]","[0.4554646611213684, 0.4219375252723694, -0.18607550859451294]","[0.600774884223938, 0.8588434457778931, -0.3190644085407257]","[0.44148311018943787, 0.27521589398384094, -0.25879529118537903]","[0.5626566410064697, 0.8443894982337952, -0.004937091842293739]","[0.5003803372383118, 0.8386064767837524, 0.004948525223881006]"
"[0.586685299873352, 0.5747361779212952, -0.1625601202249527]","[0.489754319190979, 0.5295062065124512, -0.13516169786453247]","[0.6041346192359924, 0.7211378812789917, -0.1816137582063675]","[0.4576810598373413, 0.422361820936203, -0.18725237250328064]","[0.5997487306594849, 0.8589206337928772, -0.30533653497695923]","[0.44531673192977905, 0.2749916911125183, -0.25418350100517273]","[0.5626369118690491, 0.8455531001091003, -0.0030513410456478596]","[0.5005100965499878, 0.8391413688659668, 0.0031013309489935637]"
"[0.5860081315040588, 0.5749730467796326, -0.1526673585176468]","[0.4897042214870453, 0.5295546650886536, -0.12364442646503448]","[0.6026426553726196, 0.721816897392273, -0.18465402722358704]","[0.4596535563468933, 0.4215286672115326, -0.1814836859703064]","[0.5981777310371399, 0.8591200709342957, -0.31849542260169983]","[0.45030054450035095, 0.27263349294662476, -0.24528615176677704]","[0.5621996521949768, 0.8461800217628479, -0.0017481156392022967]","[0.5005065202713013, 0.8393382430076599, 0.0018269935389980674]"
"[0.5852386355400085, 0.5750076174736023, -0.1557595282793045]","[0.4896869957447052, 0.5296554565429688, -0.11864228546619415]","[0.6010743975639343, 0.7215738296508789, -0.22094205021858215]","[0.4609566032886505, 0.4168488085269928, -0.16036252677440643]","[0.5964629650115967, 0.8583716750144958, -0.3731440007686615]","[0.45352622866630554, 0.2702954411506653, -0.2111465036869049]","[0.5610675811767578, 0.8468011617660522, -0.002077158773317933]","[0.5003777742385864, 0.8396486639976501, 0.0021511686500161886]"
"[0.5846971273422241, 0.575103223323822, -0.15635336935520172]","[0.48951455950737, 0.5323197245597839, -0.11802984029054642]","[0.6008124947547913, 0.7208420634269714, -0.22744448482990265]","[0.46203678846359253, 0.4156385660171509, -0.15355251729488373]","[0.5954363346099854, 0.8575323820114136, -0.3819536864757538]","[0.45636194944381714, 0.26854565739631653, -0.20258717238903046]","[0.560360312461853, 0.8483224511146545, -0.0022988044656813145]","[0.500213623046875, 0.8411058783531189, 0.002364480635151267]"
"[0.584350049495697, 0.5751112103462219, -0.15943339467048645]","[0.4894561171531677, 0.534396767616272, -0.11669686436653137]","[0.6002463102340698, 0.7195978760719299, -0.24873298406600952]","[0.4635475277900696, 0.41635826230049133, -0.15450839698314667]","[0.5941351056098938, 0.8559876084327698, -0.42337924242019653]","[0.45861750841140747, 0.26962417364120483, -0.19634027779102325]","[0.5588487386703491, 0.8494595885276794, -0.0023956343065947294]","[0.49971726536750793, 0.8415497541427612, 0.0024817197117954493]"
"[0.5842674374580383, 0.5751392245292664, -0.16785769164562225]","[0.4893450438976288, 0.536028265953064, -0.11934655159711838]","[0.6001682281494141, 0.7189429998397827, -0.26111534237861633]","[0.4643474221229553, 0.41701555252075195, -0.17834967374801636]","[0.5934544801712036, 0.8552653789520264, -0.43576160073280334]","[0.45925846695899963, 0.2705231308937073, -0.23034416139125824]","[0.5582392811775208, 0.850466787815094, -0.002538932953029871]","[0.49949148297309875, 0.8421374559402466, 0.0026220297440886497]"
"[0.5840063691139221, 0.5751339793205261, -0.1707853525876999]","[0.4890574812889099, 0.5361600518226624, -0.12200367450714111]","[0.5999723076820374, 0.7179429531097412, -0.2618557810783386]","[0.4659843146800995, 0.41603362560272217, -0.17733851075172424]","[0.5926538705825806, 0.8548251390457153, -0.43518945574760437]","[0.4621831774711609, 0.26640450954437256, -0.2161090224981308]","[0.5576393008232117, 0.8505092859268188, -0.0026630216743797064]","[0.4988625943660736, 0.8421297073364258, 0.002751315478235483]"
"[0.5838454365730286, 0.5751391649246216, -0.16946396231651306]","[0.4886297881603241, 0.5360965132713318, -0.1196807399392128]","[0.5998088121414185, 0.7177445292472839, -0.2517316937446594]","[0.4664677083492279, 0.41618871688842773, -0.16934433579444885]","[0.5921515226364136, 0.8544452786445618, -0.4155145585536957]","[0.46385428309440613, 0.2628743052482605, -0.21444953978061676]","[0.5573549866676331, 0.8504699468612671, -0.0027535015251487494]","[0.4985193610191345, 0.8420969247817993, 0.002842102898284793]"
"[0.5836283564567566, 0.5750619769096375, -0.18742410838603973]","[0.48841121792793274, 0.5358356833457947, -0.1342429369688034]","[0.5995908975601196, 0.7176772952079773, -0.2785862684249878]","[0.4668598473072052, 0.41632962226867676, -0.18564771115779877]","[0.5919792652130127, 0.8540142774581909, -0.45394381880760193]","[0.46590545773506165, 0.26141002774238586, -0.21995969116687775]","[0.5571432709693909, 0.8504433631896973, -0.0028381769079715014]","[0.49837908148765564, 0.8420872092247009, 0.0029277182184159756]"
"[0.5834810733795166, 0.5750375986099243, -0.18342415988445282]","[0.4882332980632782, 0.5355222225189209, -0.13046342134475708]","[0.5995938777923584, 0.7177067399024963, -0.26867902278900146]","[0.46779555082321167, 0.41563883423805237, -0.1784282624721527]","[0.5918575525283813, 0.8538662195205688, -0.4368600845336914]","[0.4681597948074341, 0.25997796654701233, -0.2157907634973526]","[0.5569278001785278, 0.8504133820533752, -0.0029037108179181814]","[0.4982670247554779, 0.8420864343643188, 0.0029961648397147655]"
"[0.5832127332687378, 0.5748820304870605, -0.18054239451885223]","[0.4881730079650879, 0.5349437594413757, -0.12791450321674347]","[0.5996111035346985, 0.7177260518074036, -0.26227429509162903]","[0.46893465518951416, 0.4148702919483185, -0.1752183735370636]","[0.5918614268302917, 0.8538049459457397, -0.42834025621414185]","[0.469722181558609, 0.25903165340423584, -0.21359357237815857]","[0.5567142367362976, 0.8503924608230591, -0.002936371136456728]","[0.4982067048549652, 0.8420177102088928, 0.003027477068826556]"
"[0.5829497575759888, 0.5747191905975342, -0.17377693951129913]","[0.488161563873291, 0.5343159437179565, -0.1145920604467392]","[0.5996116995811462, 0.7178097367286682, -0.2578321099281311]","[0.4694313704967499, 0.4137561321258545, -0.16092635691165924]","[0.5918383002281189, 0.853807270526886, -0.4172380864620209]","[0.46983298659324646, 0.2576170861721039, -0.18825940787792206]","[0.5564350485801697, 0.8503684997558594, -0.0030935360118746758]","[0.4981340765953064, 0.8418794274330139, 0.0031913332641124725]"
"[0.582585871219635, 0.5746296644210815, -0.17929604649543762]","[0.48816028237342834, 0.5341210961341858, -0.11650977283716202]","[0.5995718240737915, 0.7175747156143188, -0.2735370993614197]","[0.4697447419166565, 0.4135357439517975, -0.16110524535179138]","[0.5918965935707092, 0.8536052703857422, -0.4525243937969208]","[0.4697834253311157, 0.25674721598625183, -0.18896204233169556]","[0.5562968850135803, 0.8502140045166016, -0.003326129401102662]","[0.49810680747032166, 0.8415012359619141, 0.0034343895968049765]"
"[0.5824801921844482, 0.5743712782859802, -0.17736013233661652]","[0.48815372586250305, 0.5338648557662964, -0.10998683422803879]","[0.5995637774467468, 0.7175429463386536, -0.2652416229248047]","[0.469746470451355, 0.41360029578208923, -0.1502552032470703]","[0.591910719871521, 0.8533693552017212, -0.43949922919273376]","[0.4695229232311249, 0.2565658986568451, -0.17276395857334137]","[0.5562378764152527, 0.8501993417739868, -0.0037119665648788214]","[0.4980045258998871, 0.8413763046264648, 0.0038332573603838682]"
"[0.5823879837989807, 0.5743104815483093, -0.168654665350914]","[0.48801949620246887, 0.5336892008781433, -0.10543885082006454]","[0.5994793176651001, 0.7174881100654602, -0.2633439600467682]","[0.469603031873703, 0.4132169187068939, -0.14904959499835968]","[0.5919826626777649, 0.8527065515518188, -0.43127644062042236]","[0.46961134672164917, 0.25593116879463196, -0.1704762727022171]","[0.5562110543251038, 0.8500894904136658, -0.003930766601115465]","[0.49768537282943726, 0.8411691188812256, 0.004064618609845638]"
"[0.582330584526062, 0.5742286443710327, -0.17073440551757812]","[0.4877009987831116, 0.5335267186164856, -0.10930822044610977]","[0.5994964838027954, 0.7174980044364929, -0.2649572193622589]","[0.4695364534854889, 0.4121875762939453, -0.15567584335803986]","[0.5923715829849243, 0.8525670766830444, -0.4420761168003082]","[0.4690904915332794, 0.25508221983909607, -0.17429038882255554]","[0.5562166571617126, 0.8500491380691528, -0.003967203665524721]","[0.4975180923938751, 0.8411353826522827, 0.004105431959033012]"
"[0.5822779536247253, 0.5741161704063416, -0.17459283769130707]","[0.4875178635120392, 0.5334969162940979, -0.11743304878473282]","[0.5996500253677368, 0.7175124883651733, -0.2663753926753998]","[0.4693157374858856, 0.412212073802948, -0.16646775603294373]","[0.5929202437400818, 0.8524381518363953, -0.4460839331150055]","[0.46904850006103516, 0.25531384348869324, -0.1943920999765396]","[0.5564485788345337, 0.8500502705574036, -0.004006687551736832]","[0.49745193123817444, 0.8411988615989685, 0.004150147084146738]"
"[0.5822630524635315, 0.5740100741386414, -0.16545404493808746]","[0.4874294698238373, 0.5335448384284973, -0.10669519007205963]","[0.5997913479804993, 0.7175124287605286, -0.251010000705719]","[0.46837589144706726, 0.41291543841362, -0.15262742340564728]","[0.593306839466095, 0.8524242043495178, -0.4337032735347748]","[0.46757879853248596, 0.2578579783439636, -0.18855372071266174]","[0.5567076206207275, 0.8500495553016663, -0.004252912010997534]","[0.49740663170814514, 0.8413152694702148, 0.004399547353386879]"
"[0.5822637677192688, 0.5740013718605042, -0.16690975427627563]","[0.4873582124710083, 0.5339937806129456, -0.10721885412931442]","[0.5999096035957336, 0.7175308465957642, -0.2510685324668884]","[0.4675024747848511, 0.4183831810951233, -0.1524421125650406]","[0.5937008261680603, 0.8524432182312012, -0.43395912647247314]","[0.4640205204486847, 0.2625408470630646, -0.19359035789966583]","[0.5568135976791382, 0.8501028418540955, -0.004405598621815443]","[0.497254878282547, 0.8414509296417236, 0.004554401617497206]"
"[0.5822617411613464, 0.574003279209137, -0.17142818868160248]","[0.4872196316719055, 0.534107506275177, -0.10757369548082352]","[0.6000250577926636, 0.7175427675247192, -0.2616056799888611]","[0.4660011827945709, 0.418531596660614, -0.14556843042373657]","[0.593896746635437, 0.8524170517921448, -0.4519668519496918]","[0.46014004945755005, 0.26391738653182983, -0.1901022344827652]","[0.5570817589759827, 0.8501025438308716, -0.005010831169784069]","[0.49725210666656494, 0.8416252732276917, 0.005172825884073973]"
"[0.5822615027427673, 0.574072003364563, -0.1723809540271759]","[0.4869309961795807, 0.5347479581832886, -0.1085473969578743]","[0.600030243396759, 0.7175602316856384, -0.2613542973995209]","[0.46295249462127686, 0.4218185544013977, -0.14721910655498505]","[0.5940534472465515, 0.8524152040481567, -0.45395034551620483]","[0.45422446727752686, 0.2666686475276947, -0.19786304235458374]","[0.5572599172592163, 0.8500897884368896, -0.00526274973526597]","[0.49722859263420105, 0.8417166471481323, 0.005433971527963877]"
