l_shoulder,r_shoulder,l_elbow,r_elbow,l_wrist,r_wrist,l_hip,r_hip
"[1127.8714599609375, 620.0718383789062]","[928.9068603515625, 612.024658203125]","[1155.74267578125, 769.5302734375]","[823.3963623046875, 716.2413940429688]","[1159.06884765625, 918.537109375]","[719.6563110351562, 819.66259765625]","[1089.486083984375, 928.347900390625]","[962.5090942382812, 926.3428955078125]"
"[1128.29248046875, 620.390380859375]","[929.380615234375, 610.780029296875]","[1156.7052001953125, 770.113037109375]","[820.7911376953125, 710.4285888671875]","[1158.513427734375, 918.5941162109375]","[710.2589111328125, 805.6173706054688]","[1088.999755859375, 928.1922607421875]","[962.2247314453125, 925.494140625]"
"[1132.673828125, 621.1138916015625]","[928.4483642578125, 610.2696533203125]","[1155.831787109375, 767.658203125]","[819.9600219726562, 706.0558471679688]","[1157.6143798828125, 913.8873291015625]","[702.3919677734375, 792.9986572265625]","[1091.3206787109375, 928.8012084960938]","[962.13671875, 925.83935546875]"
"[1133.1832275390625, 621.4498901367188]","[928.70556640625, 609.48095703125]","[1156.4361572265625, 767.982666015625]","[816.40380859375, 700.5421752929688]","[1158.1331787109375, 914.0564575195312]","[699.0243530273438, 779.34375]","[1091.273193359375, 929.6350708007812]","[962.0419921875, 926.3099365234375]"
"[1133.1304931640625, 621.4461669921875]","[928.6859130859375, 609.4910888671875]","[1156.3350830078125, 767.6761474609375]","[816.5184326171875, 700.4080200195312]","[1157.9249267578125, 914.0159912109375]","[699.0216064453125, 779.47705078125]","[1091.3818359375, 930.24951171875]","[962.0952758789062, 926.9102783203125]"
"[1133.9224853515625, 620.2454223632812]","[929.7056884765625, 606.8048706054688]","[1156.6497802734375, 766.3657836914062]","[808.1845703125, 690.084716796875]","[1158.4022216796875, 914.4600219726562]","[687.3099975585938, 757.9351806640625]","[1091.837646484375, 930.0957641601562]","[963.305908203125, 926.365234375]"
"[1132.3260498046875, 617.2510375976562]","[927.927978515625, 604.54296875]","[1161.6513671875, 771.3502807617188]","[798.9632568359375, 679.3501586914062]","[1159.109375, 919.51904296875]","[675.7200927734375, 751.8759155273438]","[1090.7835693359375, 932.572265625]","[960.5478515625, 929.041015625]"
"[1133.46484375, 624.1326904296875]","[927.3469848632812, 600.615234375]","[1161.3089599609375, 768.5165405273438]","[803.009521484375, 669.711669921875]","[1162.2999267578125, 916.7928466796875]","[669.6817016601562, 731.067138671875]","[1089.4566650390625, 924.1805419921875]","[959.951416015625, 919.193359375]"
"[1132.7156982421875, 624.085693359375]","[929.236083984375, 598.48828125]","[1160.5557861328125, 767.8709106445312]","[804.7677001953125, 662.8575439453125]","[1161.7225341796875, 917.5545654296875]","[667.1038208007812, 720.446044921875]","[1088.333251953125, 923.6844482421875]","[960.662841796875, 917.9617309570312]"
"[1132.282470703125, 624.4064331054688]","[929.79833984375, 598.280517578125]","[1160.2364501953125, 768.0360717773438]","[799.8436889648438, 657.78662109375]","[1161.1339111328125, 917.73681640625]","[660.71044921875, 709.1485595703125]","[1088.4716796875, 923.333251953125]","[961.8446044921875, 917.630126953125]"
"[1131.850341796875, 621.08837890625]","[934.348876953125, 592.4229736328125]","[1159.0106201171875, 769.5338745117188]","[797.128662109375, 644.3365478515625]","[1160.29931640625, 914.3489990234375]","[660.1712646484375, 692.5743408203125]","[1083.8143310546875, 923.7178955078125]","[961.90673828125, 913.6673583984375]"
"[1131.83154296875, 620.1870727539062]","[935.8125, 590.754150390625]","[1158.7889404296875, 768.4476318359375]","[797.6630859375, 637.9468994140625]","[1160.06640625, 913.7927856445312]","[655.57568359375, 678.2240600585938]","[1083.9212646484375, 923.0809936523438]","[962.9752807617188, 912.6591796875]"
"[1132.372802734375, 619.67724609375]","[934.83544921875, 588.6060791015625]","[1159.245361328125, 768.5263671875]","[793.6979370117188, 630.6875]","[1160.87353515625, 913.658935546875]","[652.61328125, 663.3497314453125]","[1084.2357177734375, 923.2523193359375]","[962.4530639648438, 912.4906005859375]"
"[1132.141845703125, 620.03125]","[934.9850463867188, 587.0187377929688]","[1159.646728515625, 769.6741943359375]","[793.7626953125, 621.6652221679688]","[1161.5189208984375, 913.8419189453125]","[648.9752807617188, 646.1533203125]","[1084.326171875, 922.505126953125]","[962.63671875, 911.12939453125]"
"[1131.9453125, 620.6185302734375]","[934.33837890625, 585.98974609375]","[1159.5537109375, 769.2342529296875]","[792.9135131835938, 613.1558837890625]","[1161.808837890625, 913.2059326171875]","[648.5645141601562, 629.2403564453125]","[1084.341552734375, 923.392822265625]","[962.3387451171875, 911.5631103515625]"
"[1131.51611328125, 620.2941284179688]","[934.4397583007812, 584.1950073242188]","[1159.569580078125, 768.9193725585938]","[792.998779296875, 606.5056762695312]","[1162.516357421875, 912.6199951171875]","[649.990234375, 615.798095703125]","[1083.525146484375, 921.3531494140625]","[961.823486328125, 908.9974365234375]"
"[1132.04248046875, 620.2340087890625]","[934.2587890625, 583.3679809570312]","[1160.4501953125, 768.3577880859375]","[792.4158935546875, 598.9053344726562]","[1163.0390625, 912.8684692382812]","[645.4441528320312, 602.7755126953125]","[1084.101318359375, 921.322509765625]","[961.640380859375, 908.7855834960938]"
"[1132.09423828125, 620.249267578125]","[934.2826538085938, 583.48681640625]","[1160.568603515625, 768.28662109375]","[792.4619750976562, 599.008544921875]","[1163.0496826171875, 912.8175659179688]","[645.3707275390625, 602.7421264648438]","[1084.4227294921875, 921.5220336914062]","[962.000732421875, 908.99169921875]"
"[1131.6484375, 619.2467041015625]","[935.80517578125, 578.4126586914062]","[1159.9403076171875, 766.7001953125]","[791.25, 578.1204223632812]","[1163.6650390625, 912.9647827148438]","[641.8555297851562, 570.927978515625]","[1082.921875, 919.368896484375]","[961.9058837890625, 906.1278076171875]"
"[1130.7847900390625, 621.3765869140625]","[933.5231323242188, 580.293701171875]","[1161.943115234375, 764.5742797851562]","[790.7637939453125, 578.6907348632812]","[1165.329833984375, 916.4161376953125]","[644.45849609375, 551.973388671875]","[1082.52197265625, 917.7315673828125]","[959.6859130859375, 905.1655883789062]"
"[1130.0770263671875, 621.6148681640625]","[932.752685546875, 579.5864868164062]","[1161.4462890625, 765.2174072265625]","[791.0842895507812, 571.8092041015625]","[1165.1788330078125, 916.3721923828125]","[647.9820556640625, 532.4746704101562]","[1082.4267578125, 918.004150390625]","[959.385498046875, 905.3408203125]"
"[1129.3487548828125, 621.8286743164062]","[932.584716796875, 579.1414794921875]","[1161.46337890625, 765.0093994140625]","[790.523193359375, 564.1495361328125]","[1164.9183349609375, 915.7689208984375]","[654.676513671875, 518.4144287109375]","[1081.2840576171875, 916.838134765625]","[958.7832641601562, 904.0986328125]"
"[1128.8905029296875, 621.6475830078125]","[931.6199951171875, 576.70849609375]","[1161.67138671875, 764.478759765625]","[788.4781494140625, 552.2269287109375]","[1165.4622802734375, 916.31787109375]","[654.013427734375, 505.7430419921875]","[1079.7574462890625, 914.8793334960938]","[956.8153076171875, 901.5390014648438]"
"[1128.570556640625, 622.3775634765625]","[932.3695678710938, 575.5039672851562]","[1161.060302734375, 764.6329345703125]","[791.580322265625, 542.776611328125]","[1165.48291015625, 916.9903564453125]","[659.4301147460938, 488.94354248046875]","[1079.46923828125, 914.9534912109375]","[956.851806640625, 901.058349609375]"
"[1128.905029296875, 620.190673828125]","[935.1718139648438, 573.0324096679688]","[1160.97607421875, 758.38232421875]","[791.7844848632812, 539.705810546875]","[1163.454833984375, 913.8305053710938]","[660.834716796875, 475.5158386230469]","[1077.970947265625, 910.0482788085938]","[956.799560546875, 893.8800659179688]"
"[1128.2476806640625, 622.096923828125]","[932.8917846679688, 572.5269775390625]","[1160.216064453125, 763.9535522460938]","[794.427734375, 527.080322265625]","[1164.7841796875, 917.425048828125]","[668.8291625976562, 460.2109375]","[1079.6221923828125, 915.5152587890625]","[956.890869140625, 900.9007568359375]"
"[1127.669189453125, 621.9039306640625]","[932.631103515625, 571.4282836914062]","[1159.988525390625, 763.6180419921875]","[795.098876953125, 520.0143432617188]","[1163.975341796875, 917.5035400390625]","[673.0079345703125, 446.4541015625]","[1079.923828125, 917.442138671875]","[956.7731323242188, 902.799560546875]"
"[1127.089599609375, 621.7371215820312]","[933.8797607421875, 570.0345458984375]","[1159.205810546875, 763.8989868164062]","[799.267578125, 513.2548217773438]","[1163.109619140625, 918.0916748046875]","[680.1804809570312, 435.2516784667969]","[1079.7398681640625, 917.3953857421875]","[957.6692504882812, 902.5535888671875]"
"[1125.738037109375, 617.3496704101562]","[939.579833984375, 573.353515625]","[1160.394775390625, 754.42236328125]","[804.045654296875, 514.467529296875]","[1157.391845703125, 914.8179931640625]","[683.13623046875, 427.06988525390625]","[1079.96533203125, 921.8394775390625]","[960.83837890625, 903.3167724609375]"
"[1124.901611328125, 618.215087890625]","[940.4659423828125, 574.2421264648438]","[1158.6883544921875, 754.978515625]","[807.95556640625, 510.0094299316406]","[1155.75732421875, 913.8553466796875]","[690.5286865234375, 417.21319580078125]","[1079.2508544921875, 922.88818359375]","[961.0247802734375, 904.486328125]"
"[1124.8555908203125, 618.3348388671875]","[940.4195556640625, 574.2882080078125]","[1158.546875, 755.10107421875]","[807.82470703125, 510.0914306640625]","[1155.89404296875, 913.91455078125]","[690.489013671875, 417.1227722167969]","[1079.06884765625, 922.431396484375]","[960.9066162109375, 904.00537109375]"
"[1123.7266845703125, 619.3036499023438]","[940.1815185546875, 574.1573486328125]","[1156.802978515625, 755.6552734375]","[814.36962890625, 504.361328125]","[1153.658203125, 914.2855224609375]","[704.3192138671875, 400.266357421875]","[1077.7928466796875, 922.7484130859375]","[959.640380859375, 904.3031616210938]"
"[1123.6689453125, 619.874267578125]","[940.1668701171875, 573.912841796875]","[1156.94873046875, 755.7599487304688]","[818.6287841796875, 501.83050537109375]","[1153.485107421875, 914.1156005859375]","[709.4788818359375, 393.566162109375]","[1077.290771484375, 921.8417358398438]","[959.069091796875, 902.80078125]"
"[1123.7032470703125, 619.9407348632812]","[939.913818359375, 573.899658203125]","[1156.884033203125, 756.018310546875]","[818.335693359375, 501.4736328125]","[1153.1854248046875, 914.3728637695312]","[709.31298828125, 393.26861572265625]","[1077.513671875, 921.98974609375]","[959.0560302734375, 903.0382690429688]"
"[1121.8330078125, 625.3716430664062]","[935.832275390625, 568.2835693359375]","[1151.4449462890625, 765.2191162109375]","[820.913818359375, 486.2601013183594]","[1154.64453125, 918.7088623046875]","[726.4840087890625, 377.71417236328125]","[1074.507568359375, 917.0462036132812]","[956.0003662109375, 900.115478515625]"
"[1120.88525390625, 625.6219482421875]","[935.599853515625, 567.52197265625]","[1151.2686767578125, 765.4711303710938]","[824.6298828125, 482.7476806640625]","[1154.0841064453125, 917.5738525390625]","[734.0802001953125, 371.4743957519531]","[1073.86474609375, 918.023193359375]","[955.446044921875, 900.9674072265625]"
"[1121.69091796875, 626.3907470703125]","[935.5559692382812, 568.42041015625]","[1152.263427734375, 764.3025512695312]","[829.8096313476562, 482.32537841796875]","[1155.119384765625, 916.6356201171875]","[738.07958984375, 368.677490234375]","[1076.7109375, 918.7432250976562]","[956.73046875, 904.0929565429688]"
"[1121.5137939453125, 623.022705078125]","[937.6319580078125, 567.2294311523438]","[1154.3330078125, 757.5540161132812]","[830.6541748046875, 480.2568054199219]","[1155.0933837890625, 913.7283325195312]","[740.8135986328125, 353.66455078125]","[1076.6650390625, 916.4357299804688]","[957.25537109375, 899.9009399414062]"
"[1121.0987548828125, 623.229248046875]","[938.1422119140625, 566.343017578125]","[1153.6220703125, 758.3556518554688]","[835.552001953125, 474.7843017578125]","[1155.0223388671875, 914.2366943359375]","[749.062255859375, 346.85919189453125]","[1076.2783203125, 918.0441284179688]","[956.7284545898438, 901.0469970703125]"
"[1120.1173095703125, 623.1082763671875]","[938.4047241210938, 565.7147216796875]","[1153.2373046875, 758.2274169921875]","[839.3018798828125, 469.97515869140625]","[1155.0977783203125, 914.1788330078125]","[757.3026123046875, 339.2528076171875]","[1076.152587890625, 917.894287109375]","[956.7266845703125, 900.9505615234375]"
"[1120.404541015625, 623.129638671875]","[938.675048828125, 565.8806762695312]","[1153.4599609375, 758.7720336914062]","[839.5625610351562, 469.79486083984375]","[1155.18115234375, 914.875732421875]","[757.3682250976562, 338.31304931640625]","[1076.8172607421875, 918.456787109375]","[957.2099609375, 901.6644287109375]"
"[1118.404296875, 625.7924194335938]","[937.0435791015625, 564.3568725585938]","[1150.949462890625, 764.29833984375]","[851.985107421875, 461.2266540527344]","[1156.2578125, 916.3840942382812]","[785.5865478515625, 329.93743896484375]","[1074.771728515625, 920.68603515625]","[955.8232421875, 905.082763671875]"
"[1117.964111328125, 626.464599609375]","[937.7574462890625, 564.6004638671875]","[1150.509521484375, 764.9837646484375]","[854.9735107421875, 456.6851806640625]","[1156.2255859375, 916.6490478515625]","[793.5076904296875, 322.357421875]","[1075.29931640625, 922.6693725585938]","[956.6654663085938, 907.2689208984375]"
"[1117.388916015625, 626.7161254882812]","[937.8092651367188, 564.2383422851562]","[1150.126953125, 765.235595703125]","[858.5430908203125, 452.82647705078125]","[1155.5244140625, 916.6468505859375]","[800.260498046875, 314.1531982421875]","[1075.27392578125, 923.4337158203125]","[956.73095703125, 907.8107299804688]"
"[1117.2835693359375, 627.1851196289062]","[938.6738891601562, 564.628662109375]","[1149.6937255859375, 765.96044921875]","[863.621337890625, 450.724853515625]","[1154.900146484375, 918.402099609375]","[808.331787109375, 310.0704345703125]","[1074.769287109375, 924.0829467773438]","[956.5418701171875, 908.3380126953125]"
"[1117.314453125, 628.1077880859375]","[938.8929443359375, 564.4674072265625]","[1149.2940673828125, 767.5742797851562]","[866.6273193359375, 448.2201232910156]","[1153.5948486328125, 917.8431396484375]","[816.237060546875, 309.5567321777344]","[1074.933837890625, 923.9950561523438]","[956.64453125, 908.045654296875]"
"[1116.3446044921875, 628.4217529296875]","[938.339599609375, 562.691650390625]","[1148.883056640625, 767.5731201171875]","[867.0888061523438, 440.39276123046875]","[1152.0390625, 918.1136474609375]","[821.480224609375, 301.9010009765625]","[1074.6744384765625, 924.9248046875]","[956.4796142578125, 908.5208740234375]"
"[1116.0963134765625, 629.5748901367188]","[938.2699584960938, 561.319580078125]","[1149.342041015625, 770.1088256835938]","[871.8592529296875, 434.3887023925781]","[1150.989501953125, 919.2734985351562]","[829.6605834960938, 297.3699645996094]","[1074.604248046875, 923.161865234375]","[956.2607421875, 905.829345703125]"
"[1116.244873046875, 629.7396240234375]","[938.8375854492188, 561.3359375]","[1148.56396484375, 770.6171264648438]","[875.2410278320312, 432.1839294433594]","[1150.2117919921875, 919.6824951171875]","[839.9085693359375, 295.590576171875]","[1075.027587890625, 922.9348754882812]","[956.7658081054688, 905.6788330078125]"
"[1116.68994140625, 629.295166015625]","[937.8458251953125, 560.6392211914062]","[1148.232177734375, 770.3876953125]","[877.2293701171875, 428.6884460449219]","[1148.442626953125, 920.9360961914062]","[848.7445678710938, 289.55731201171875]","[1076.00390625, 922.5814819335938]","[956.3719482421875, 905.5146484375]"
"[1117.3203125, 628.715087890625]","[938.0432739257812, 558.877685546875]","[1147.148681640625, 770.4158935546875]","[878.8672485351562, 425.76092529296875]","[1147.364501953125, 919.77294921875]","[856.1287841796875, 291.95501708984375]","[1075.428955078125, 923.912109375]","[955.0926513671875, 906.581298828125]"
"[1118.7054443359375, 625.9302978515625]","[941.1021728515625, 558.968017578125]","[1148.941162109375, 766.4544067382812]","[879.72509765625, 429.4578857421875]","[1146.4991455078125, 919.6679077148438]","[859.474365234375, 288.156005859375]","[1072.8779296875, 920.5023193359375]","[952.6232299804688, 901.6331787109375]"
"[1117.6796875, 623.0499877929688]","[942.9801025390625, 558.9881591796875]","[1149.259765625, 788.1392211914062]","[880.7337646484375, 428.2779235839844]","[1139.785888671875, 938.3160400390625]","[871.4771728515625, 283.39923095703125]","[1072.172607421875, 932.2981567382812]","[952.159912109375, 917.878173828125]"
